,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
0,Finance Data Analyst - Growth and Forecasting,£45K - £50K (Glassdoor est.),"What you'll be doing:
At TransferWise, we've got a clear mission — money without borders. Built by and for people who live global lives.
We're looking for a Finance Data Analyst to join our Growth and Forecasting team. The team is responsible for ensuring that we grow sustainably. Your role within the Growth and Forecasting team will be to use data and models to help understand TransferWise's financial growth and shape strategy.
Your day-to-day:
At TransferWise, everyone gets a ton of freedom and autonomy. We won't be micromanaging or looking over your shoulder. You'll need to:
Own the data — you are responsible for the data pipeline that powers the forecasting models, the analysis, and the dashboards
Through analysis and modelling, you'll be building a solid understanding on the relationships between the behaviour of our customers and our growth drivers
Drive the development of technically advanced, robust, and accurate statistical/machine learning forecasting models
Create data driven stories that explain our growth and that are shared internally with employees and externally to our investors
Be an important part of quarterly planning sessions, helping set a strategy and vision for how your team can have more impact
The experience you'll need:
You have 3-6+ years' experience as a technical data analyst or data scientist
You've got very strong SQL (e.g. UDF, window functions) and solid Python skills, you have prototyped data analytics products (packages, Apps, dashboards) in Python or R
You have built statistical models before, you have experience with data preprocessing techniques, EDA on large datasets, feature engineering techniques, model evaluation and productionizing/deployment
You have a solid understanding of statistics, you know how to evaluate model performance and uncertainty, you can perform hypothesis testing, you can evaluate the pros and cons of the algorithms you're familiar with
You have used data analysis and modeling to generate insights and narratives through exploration and visualization, you are familiar with data visualization software and packages
You can take complex, fuzzy problems and boil them down into simple, elegant, and lovely solutions. You're pragmatic and impact focused: you will choose Excel over Python if it is a better solution for the problem
You've worked with minimal direction before and are strong in structuring your approach to data analysis. You can communicate insights in a clear and structured manner both orally and in writing
Some important stuff we would like you to know
To meet our regulatory obligations as a licensed financial services company, TransferWise needs to take background checks on all new hires, whose roles in the Finance team includes Criminal and Credit checks. Please discuss with the Recruiter if you have any concerns regarding this process.",4.3,"TransferWise
4.3","London, England",1001 to 5000 Employees,2011,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
1,Data & Insights Analyst,£25K - £53K (Glassdoor est.),"Job Title: Data & Insights Analyst

Location: 1 Lyric Square, Hammersmith or Poynt North, Wollaton Road, Nottingham

Liberis is transforming business finance. We use the latest technology to make it simple and flexible for small businesses to secure funding. Since our inception we have helped more than 15,000 small businesses access over $750 million in funding. We believe that small businesses are the economic lifeblood of local communities, yet they continue to be underserved by traditional banks and financial services organisations. We are committed to supporting them by:
Offering simple, fair finance to small businesses to help them thrive
Providing easy access to flexible funding through our innovative technology platform
Empowering our partners with finance solutions to increase the lifetime value of their small business customers.
We are in a very exciting period of growth, both within the UK and internationally, with teams based in London, Nottingham, USA and Scandinavia.

We are now looking for a Data and Insight Analyst to help us solve our biggest problems with data.

The role:

We want to build a data team, right at the heart of the business, that can enable all our teams to independently make data-driven decisions and products. The team will selectively deploy our central analytical firepower to solve the biggest commercial and operational challenges we are facing. Your responsibilities, as a core member of this team, you will:
You will work across all business functions, analyzing data and presenting solutions to some of our most pressing commercial business questions.
Help build our reporting and data visualization capabilities across the business.
Deliver data projects across the operations, marketing, and targeting space.
Support the delivery of our data strategy within a growing team.
Drive a data-driven culture by providing advice, training, and tools to your colleagues.
Have the opportunity to grow as an Analyst with great potential for career progression and development as we grow the team.
We think you'll need:
At least 1-2 years prior experience as a Data Analyst, ideally within a finance, consulting or startup environment
Solid SQL skills and knowledge of R / Python. Experience working with Salesforce datasets is a plus.
Experience with one or more BI tools (PowerBI, Tableau, Looker).
The ability to present data visualizations to stakeholders and answer business questions.
The ability to work autonomously.
What can we offer you?

Culture

We are committed to creating an open, supportive and flexible work environment that provides our employees access to industry-leading opportunity. We are proud to have been recognised by Great Place To Work as one of the UK's Best (Medium) Workplaces, as well as the 3rd Best (Medium) Workplace For Women and a centre of Excellence For Wellbeing. We are a values-driven and culturally diverse community and we welcome applications from all candidates irrespective of gender, race, age, sexual-orientation or background.

Career development

We are passionate about empowering our people to make a real difference for our customers and for their own careers. We run a variety of initiatives to support our employees' development from lunch and learn sessions to peer mentoring and formal training courses.

Benefits:

Health
Company wellbeing programme – running club, nutritionist sessions, free fruit and healthy snacks, mental health framework
Health insurance
Eyecare vouchers
Flu jabs
Wealth
Company pension scheme
Life insurance
Performance related bonus
Financial wellbeing initiatives
Salary sacrifice schemes for Cycle to Work and Technology purchases
Season Ticket Loan
Charitable giving
Lifestyle
Generous holiday entitlement including an extra 3 days holiday to cover the Christmas period
Flexible working
Team away days
Regular company socials",4.5,"Liberis
4.5","London, England",51 to 200 Employees,2007,Company - Private,Lending,Finance,Unknown / Non-Applicable
2,Asset Management Data Analyst,£35K - £58K (Glassdoor est.),"If you consider yourself to be a data expert who thrives on data analysis, data manipulation and high volumes of reporting then you may be just what we’re looking for.

We have a vacancy in our Asset Management team for a Data Analyst! This is a full time, permanent position working 35 hours per week. You’ll be based at our modern, vibrant office in Farringdon which is a fantastic central location just a 5-minute walk from the underground station. Although you’ll be office based, you’ll also be able to work remotely from home or other sites as and when required; we’ll provide you with the necessary mobile working equipment to make that possible.

There’s never been a better time to join Southern Housing Group. We’re a forward-thinking organisation with a strong social purpose and the passion to create better lives for our customers. We’re financial stable and independent, which is crucial during these unprecedented times.

The role

As the Asset Management Data Analyst, you’ll be responsible for managing the residential property data collection process for energy and stock condition surveys, ensuring the data is accurately recorded and maintained in the asset management database. You’ll use the data to carry out some analysis and produce reports for your stakeholders to support business objectives. Your role will play a key part in supporting medium and longer-term planning of property energy data, repairs and maintenance programs.

What we’re looking for

So you can hit the ground running, you’ll need to:
Have a high level of numeracy and a meticulous approach to data
Be a strong communicator with the ability to forge positive relationships with colleagues and stakeholders
Have demonstrable experience of Microsoft Excel (at a high level) and Keystone system, or similar Asset Management software
Have a working knowledge of the Housing Quality Standard (HQS), formally known as the “Decent Homes” Standard
Have a working knowledge of the Housing Health and Safety Rating Standard (HHSRS), residential building construction and Building Energy Data (RDSap)
Please demonstrate in your CV, application and cover letter how you meet the above criteria to be considered for an interview. Unfortunately, applicants who don’t meet the above criteria won’t be shortlisted on this occasion.

What we’ll offer you
A generous salary of circa £37,000 per annum, depending on experience and skills
23 days holidays plus bank holidays - we also close between Christmas and New Year, so you get another 3 days bonus!
A great pension scheme
Discounted rates on personal medical plans, life assurance, give as you earn, childcare vouchers, critical illness and travel insurance to name a few
The ability to buy extra leave and discount cards
Employee referral scheme
Cash claim-back on medical treatments
And more – find out here https://www.shgroup.org.uk/about-us/careers/your-rewards-and-benefits/


Closing date: 6th January 2021

Interview date: 15th January 2021

Please be aware that due to the nature and sensitivity of some of our roles we are not always able to consider applications from Southern Housing Group residents.

Southern Housing Group is committed to safeguarding and promoting the welfare of children, young people and vulnerable adults and expects all staff and volunteers to share this commitment.

Please note that colleagues who are at risk of redundancy due to the current business reviews will be given priority consideration for this role. Applications from colleagues who are not at risk will be considered if there are no expressions of interest from ‘at risk’ colleagues.",4.3,"Southern Housing Group
4.3","London, England",1001 to 5000 Employees,1901,Nonprofit Organization,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD)
3,Data Analyst,£50K - £60K (Glassdoor est.),"Streetbees is building the world’s first platform to understand human behaviour and decision making. We make human data accessible, anywhere in the world, by connecting brands with real people on the ground to gather real-time in-the-moment insights at scale. We distil this data using machine learning technology to uncover not just what they do, but also why they do it, and what drives them – and predicts what they may do next.

Having recently raised our Series B investment led by Lakestar, Streetbees’ partners with world leading brands across the FMCG, Media and Entertainment, Retail & Insurance sectors and our clients include Unilever, PepsiCo, Sony Pictures, Carlsberg, Santander, Ikea, Vodafone and L’Oreal.

We’re looking to add a Data Analyst to work alongside our Data Science and Market Research teams to help them deliver insights for our clients about how they can improve their products, or new products that they should consider launching.

We are looking for someone who is passionate about turning the raw material of unstructured data into a digestible form to deliver to multiple stakeholders - Data Science, Research and Strategy, and, of course, our top-notch roster of clients.

This is a hands-on role that needs strong rational and analytical skills to support data-driven decisions, and the right person will be very comfortable with SQL and Excel, capable with data querying and manipulation and visualisation, and will have at least basic Python skills (e.g. notebooks) for data exploration and manipulation.

Responsibilities:
Data management and ownership: You'll be processing varied data sources including recoding/transforming data, merging and cleaning, weighting etc. to enable us to deliver exceptional data clarity to our clients. You will need to ‘own’ the data and know it inside-and-out.
Cross-function collaboration: As the primary ‘owner’ of the valuable data we collect, you’ll need to collaborate with multiple teams within Streetbees - Data Science, Research and Strategy, and Community
Data visualisation and reporting: You'll be working to structure datasets to facilitate loading into proprietary reporting and visualisation tools, as well as designing the dashboards we deliver to our clients
Process improvements: Proactively identifying opportunities to improve efficiencies in these tasks and supporting the implementation of these improvements
Requirements
Strong data, reasoning and analytical skills are essential
You will likely have studied a quantitative subject and have some experience working in a data-driven organisation on data management and processing, as well as analysis
You will be organised and a keen eye for data quality
You will have good communication skills, be comfortable balancing a number of projects at once, and be able to coordinate with multiple stakeholders in several teams
You will be comfortable with data querying (relational databases and data lakes using SQL), data interchange (CSV, JSON etc), data analysis (such as Excel and BI tools, maybe even Access), data management and processing using at least simple Python scripts and notebooks (Pandas etc)
The more experience you have with data visualisation the better (but it's not a requirement of the role).
Start-up attitude – You’ll be comfortable in a rapidly changing environment, working with limited resources, and delivering high-quality work at the speed which is necessary for successful business growth. You’ll be a self-starter who doesn’t need much guidance, who can think fast on their feet and are ready to pivot when required
Benefits

At Streetbees, your company benefits will include:
A 24-day paid holiday allowance with the option to rollover up to 3 days per year.
Flexible working hours - we trust people to manage their time and to focus on wider results; so if you need to work from home to finish a project or leave at 5pm on a Tuesday for Choir practice, ensure your manager knows in advance, but feel free to take it.
A pension scheme - our new pension scheme means that Streetbees will start paying a percentage of your salary towards your pension. For further details on how this works get in touch with our head of HR for further information.
The Streetbees Lifestyle Committee - any employee will have the opportunity to plan and manage a variety of Streetbees funded socials and activities for the team. Socials and day outs can involve anything from rock climbing or bowling to company meals or pub crawls.
Wednesday Lunch - We all come together for lunch every Wednesday with a different cuisine each week, paid by the company. Vegetarian and vegan options always provided.
Fully Stocked Kitchen - Breakfast is on us every morning and if you need a coffee or a snack at any point throughout the day, please be our guest.
Friday Catch-ups - Beers, wine, soft drinks and snacks provided as we celebrate the week's successes and welcome newcomers.
Paid volunteering days - one day per quarter with a registered charity of your choice.
Audible subscriptions - the company is more than happy to pay for audio-books subscriptions of your choice on Amazon as we encourage wider and continued learning among our team.
Free beer in the office!",4.0,"Streetbees
4.0","London, England",51 to 200 Employees,2015,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
4,Data Analyst,£59K - £61K (Glassdoor est.),"Kick-start your career in the online gaming world and experience the very latest in technology and innovation.

Do you see yourself as one of those “out-of-the-box thinkers”, “Technical masterminds”, “Outstanding creatives”, or “Mind-boggling number crunchers”? If so, we want to welcome you to the Betway family and celebrate what makes you unique!

Our global customer base is exploding and we need your skills to support us on this exciting journey! Don’t look back and submit your application before the opportunity passes you by..

Department: Country Management

The Department:
Want to be part of an industry leading team? Then look no further. Our mission is to unlock the power of our data by finding innovative ways to analyse, organise, integrate and visualise information.

By doing this we empower leaders across the business to make decisions quickly and confidently. You’ll have access to cutting edge technologies and techniques and have access to high performing analysts, data scientists, product managers and marketers.

Excited by the power of data? You could be just who we want on our team.

Customer welfare is forever at the forefront of our strategy at Betway. We want to ensure all of our customers enjoy our products in a safe and responsible gambling environment.

Purpose of the role:
Performing data analytics for a specific market.

You will be responsible for:
Address analysis requests and provide actionable insights
Build reports, models and poof of concepts
Partner with relevant teams to determine campaign effectiveness using performance data
Assist the marketing team to determine ROI and monetary impact of acquisition efforts
Improve the flow of reporting / explanations and rationale explaining performance to relevant stakeholders
Maintain knowledge and expertise on Performance Reporting technologies and best practice and promote appropriate adoption with the team
This job description is not intended to be an exhaustive list of responsibilities. The job holder may be required to complete any other reasonable duties to achieve business objectives.

You will have (Essential skills):
Experience writing SQL
Experience with tableau
Qualified to degree level or equivalent experience
Proficient in Excel or other data analysis tools
Demonstrable analytical and report development abilities
Strong communication and presentation skills
Ability to develop and sustain relationships with key stakeholders and peers
Ability to analyse large amounts of data quickly and accurately
Ability to manage a challenging workload, whilst working quickly and precisely under pressure.
All behavioural competencies are also essential
It would be a bonus if you also had (Desirable skills):
Passionate about Data
Experience of working in a similar industry
Experience with BI tools like Alteryx and others
Experience with web analytics tools like Google Analytics
Experience in Azure and other Data tools
Behavioural Competencies:
Our culture is underpinned by core values that are linked to key behavioural competencies. Along with the below behavioural competencies, these are essential for all employees in order for you to embed in and drive our culture forward. These competencies are Adaptability, Ownership & Accountability, Initiating Action, Resilience, Team Orientation, Integrity and Innovation
Strong interpersonal skills and the ability to establish, develop, and maintain relationships with both technical and non-technical audiences
Excellent time management and organisation skills with ability to work under deadlines
Strong attention to detail with a focus on accuracy
Strong analytical and problem-solving skills
Must be comfortable in an ever-changing, fast-paced environment
Adaptable to changing priorities and be enthused by fresh challenges
Enjoy experimenting with data (i.e. Data Junkie)
Proactive idea sharing
Out-of-the-box thinking
Excellent attention to detail
Creative in finding solutions
Work autonomously and liaise with key stakeholders
Highly motivated
Logical thinker
Our Perks:
Flexible working
Competitive package
Great social and charity events
Health and well being weeks
Free fruit and a heavily discounted Barista
Tickets to events via sponsorships etc
Season Ticket Loan
Win Technologies (UK) Limited provides support services to Betway and is a proud member of the Betway Group

Should you not hear from us within 2 weeks, please assume your application has not been successful.",3.6,"Betway Group
3.6","London, England",501 to 1000 Employees,2006,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5,Data Analyst,£37K - £56K (Glassdoor est.),"Vacancy Name Data Analyst
Vacancy No VN283
Recruiter Luke Austin
Recruiter Title Senior Talent Acquisition Executive
City London
Description Browns Fashion
Disruptive, unexpected and revolutionary in our own way... Browns changed the course of retail and fashion history forever when it opened in 1970. Born in London but celebrated globally, we're the one-stop shop for the best luxury fashion including established designers and emerging talent; renowned for our influence in fashion and style, and our innovative approach to retail and high-level service. Powered by Farfetch, we continue to disrupt the retail landscape to deliver a global luxury shopping experience of the future, championing creativity and originality.

Ecommerce
We’re a diverse, dynamic team of Ecommerce professionals driven to amaze our global customers through our data-driven marketing channels which include performance marketing, SEO and CRM channels.

London
Our London oﬃce is located in Old Street, London’s tech hub, home to a broad range of teams including Ecommerce, Tech & Product, Brand Engagement, Buying, Merchandising and People. Our open plan space is ideal for collaborative working and sharing ideals, or you can enjoy some quiet time in our dedicated library. We also have a large outdoor terrace which is the perfect spot to have a team lunch or host events.

The Role
The Data Analyst supports the Data & Insights team to deliver accurate reporting and actionable insights across many areas of the business, including digital marketing, brand, retail and CRM. This role will involve turning data
from multiple sources into valuable insights, enabling these departments to make informed, data-led decisions.
Key Responsibilities What you’ll do
• You will provide accurate sales and product reporting on a daily and weekly basis, with narratives on trend.
• You will drive a test & learn culture, being an ambassador of data and insight driven decision making. This will involve designing hypotheses and tests to allow for statistically measurable results, delivering forecasts, measuring the outcome and relaying recommendations to the relevant stakeholders.
• You will collaborate with various teams by providing insights and analyses on…
o CRM team: optimising target audience and value proposition to maximise customer value, retention and campaign ROI.
o Digital marketing team: optimising product, brand, territories and campaigns to maximise ROAS.
o Brand team: optimising content formats and campaigns to maximise content traffic, acquisition and engagement.
o Product team: assessing and evaluating the impact of feature releases to site & business performance, which will be documented in Google Analytics annotations.
Skills and Experience • You excel in analysing large data sets, and enjoy identifying insights, trends and opportunities.
• You are a problem solver who is able to dissect complex business problems and find innovative ways to deliver a solution.
• You are a strong communicator, simplifying complex data into compelling and insightful stories.
• You have experience presenting insights and recommendations in a structed and clear way using data storytelling and visualisation tools.
• You are a confident and advanced user of Excel and have strong SQL skills.
• Experience with digital marketing analytics and using Google Analytics is desirable but not essential.
• Experience of statistical modelling and data mining is desirable but not essential.
Employment Type Full Time Permanent
Benefits We offer a competitive base salary, bonus, equity within the Farfetch group, generous discount on Browns (50%) and Farfetch (25%), plus up to 25 day holidays (plus bank holidays). Funded by Browns, you’ll be automatically enrolled into our schemes for Life Insurance, Critical Illness Insurance and our Pension Scheme. You’ll also be given the choice between Browns-funded Private Insurance or a monthly £50 benefit allowance to put towards things like Cycle to Work, ClassPass, Dental Insurance, Employee Clothing Account, Employee Saving’s Isa’s or Season Ticket Loan.",4.5,"Browns Fashion
4.5","London, England",51 to 200 Employees,1970,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
6,Business Data Analyst - Mandarin Speaking,£26K - £40K (Glassdoor est.),"*
About HungryPanda
HungryPanda is an online food delivery platform aimed to serve overseas Chinese consumers and merchants. Connecting business to consumers via our state of the art online platform and industry-leading delivery service.
Consolidating the end to end value chain of the overseas Chinese food industry to leverage efficiency and scale. Creating business opportunities via our deep reaching business network and consumer data.
Main Duties and Responsibilities
Mining the logic of the data to provide decision-making basis for the business.
Satisfy the operation department's filtering and analysis needs of the business and simplify the operation process.
Collaborate with relevant departments for data informatization, integrate the information of each department into a dashboard, and give practical feedback to the overall operation of the company.
Complete the integration of company's monitoring index system based on the data, timely find operational abnormalities and quickly locate problems, then offer solutions.
Job Requirements
Skilled in using SQL / MYSQL, DAX / Python / R language to complete data query.
Have good data sensitivity, can extract effective information from massive data, and have experience in data analysis, cleaning and modeling.
Can communicate effectively with other teams, integrate and effectively use resources, and have the ability to independently do research on projects.
Get started with Powerbi / Tableau or similar BI software as soon as possible.
Familiar with data warehouse
Job Types: Full-time, Permanent
Salary: £30,000.00-£35,000.00 per year
Additional pay:
Performance bonus
Schedule:
8 hour shift
Ability to commute/relocate:
London, Greater London (Preferred)
Education:
Bachelor's (Preferred)
Experience:
Data analysis skills: 1 year (Preferred)
Data analytics: 1 year (Preferred)
internet: 1 year (Preferred)
Language:
Mandarin (Preferred)
English (Preferred)
COVID-19 precaution(s):
Remote interview process",-1,HungryPanda,"London, England",-1,-1,-1,-1,-1,-1
7,Data Analyst,£32K - £69K (Glassdoor est.),"The Tech team at gohenry is looking to recruit a Mid-Level Data Analyst to closely work with the Product teams and other areas in the business. The successful candidate will develop analysis and reporting capabilities to deliver data insights required to measure, track and monitor new initiatives, product improvements and overall company OKRs.

Due to the current covid-19 pandemic, this role will initially be working remotely, however when the office is safe to open, the team will be based in the London office, alongside the rest of the UK-based tech team.

Responsibilities and objectives
Work with different teams to understand, document and conduct relevant analysis
Develop and implement data structures and collection systems
Acquire data from primary/secondary data sources and maintain databases/data systems
Perform data profiling to identify and understand anomalies
Interpret data, analyse results and provide ongoing reports
Present results and insights to stakeholder
What we are looking for
At least 2-3 years work experience as a data analyst
Very strong knowledge of SQL
Experienced in creating and delivering reports/dashboards using tools such as Google Data Studio, Tableau or others
Highly proficient in Excel
Experienced in data modelling, data mining and ETL processes
Bachelor's degree in Mathematics, Economics, Computer Science, Statistics or a similar discipline
How can you resist?
Competitive salary
We support flexible and remote working
Free tea, coffee and fruit
Workplace pension scheme
25 days annual leave (plus bank holidays)
Westfield Health cash plan
Westfield surgery plan after 3 years’ service
Westfield Rewards (receive discounts at over 600 retailers)
A birthday lie-in
Training opportunities to further develop your craft
Choose your own equipment
About gohenry

We’re on a mission to help millions of kids be good with money. Our goal? Create generations of independent, confident young adults, armed with money skills that will set them up for life.

How we do it;

We place the power in the hands of young people, giving them the tools they need to master the financial ropes for themselves. They can spend, save, earn and give with gohenry’s prepaid debit card and app – because learning through doing really works (and it’s more fun!). All while our unique built-in controls give parents total peace of mind.

We’re proud to say...
We help over one million members improve their money skills every single day.
We’re one of Tech Track’s top 50 fastest growing UK companies.
And we were nominated for ‘Best Personal Finance App’ at the British Bank Awards 2020.
But we’re still growing, and that’s why we need you.

Want to join our mission?

If gohenry sounds like a place you’d like to be, please apply using the link below.

Due to the Festive Season we may not be able to update you on your application until January 2021. We wish you happy holidays.",4.6,"gohenry Ltd
4.6","London, England",51 to 200 Employees,2012,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD)
8,Data Analyst,-1,"Job Description


Alexion Talent has opportunities across Europe and MENA for Professionals, who have an exceptional track record of driving impact for clients in various industries and various countries. As a candidate, you would be selected through professional, progressive stages, to be a best fit for the client and find a promising career for yourself. If you are in search for a new opportunity to bring out your experience and potential, we would like to meet you immediately.



Responsibilities


Collecting and storing data and turning it into information which can offer ways to improve the business. Gathering information from various sources and interpreting patterns and trends.




Prepare and present detailed statistical and narrative reports,
Proactively communicate and collaborate with stakeholders, business units, technical teams and support teams to define concepts and analyze needs and functional requirements,
Responsible for responding to and providing data for internal and external surveys,
Build data validation models and tools to ensure data being recorded is accurate,
Work with business line owners to develop requirements, define success metrics, manage & execute analytical projects, and evaluate results,
Develop dashboards to illustrate data insight.


Requirements

Bachelor’s degree in computer science,business, maths, statistics, engineering or related fields,
Strong analytical and project management skills required, including a thorough understanding of how to interpret business needs and translate them into organizational and operational requirements.
Knowledge and experience with advanced BI tools,
Ability to independently research problem areas, facilitate meetings and decision-making processes,
Demonstrative experience with presentation and data gathering software.",-1,Alexion Partners,"London, England",Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD)
9,Data Analyst,£28K - £45K (Glassdoor est.),"We strongly encourage people of colour, lesbian, gay, bisexual, transgender, queer and non-binary people, veterans, parents, and individuals with disabilities to apply. Bumble is an equal opportunity employer and welcomes everyone to our team. If you need reasonable adjustments at any point in the application or interview process, please let us know.

In your application, please feel free to note which pronouns you use (For example - she/her/hers, he/him/his, they/them/theirs, etc).

Bumble is expanding its analytical function again. We are looking for experienced analysts to be part of an established team. You will be joining a team of ten bright and savvy analysts and data scientists to work on a wide range of data challenges: evaluate product features, user behavioural pattern mining, A/B test results, PR materials and fun facts, revenue / user churn predictions, competitor reports, effect of marketing campaigns, social media data scraping and sentiment analysis (NLP), forecasting models and much, much more.

If you want to work with some of the most exciting technologies for big data, this is your chance! We constantly review and extend our tool stack to remain current. Continuous learning is a crucial part of the job. We participate regularly in conferences, meetups, trainings and internal hackathons. If many of the following speak to you, we would like to hear from you!
KEY ACCOUNTABILITIES
Manipulate complex datasets using a range of tools such as Python, SQL, Hive and Spark
Deliver actionable insights to product, marketing, billing, engineering and operations teams
Perform analysis across a variety of data topics and help solve challenges such as interpreting split test results, predicting user behaviours and finding top performing user segments
Take the lead on new exploratory research projects in a wide variety of areas
Contribute to ongoing infrastructure improvements, e.g. our Bumble Python library
REQUIRED SKILLS AND KNOWLEDGE
Strong commercial experience querying, analysing and providing insights from large datasets (100 TB+), preferably in online/tech industry
Advanced SQL: analytic functions, performance tuning, data wrangling
Python: pandas, scikit-learn, statsmodels, IPython/JupyterData Visualisation: D3.js, matplotlib, seaborn, plotly, ggplot (any of the above)
Experience in A/B testing analysis: significance analysis, non-parametric methods, bootstrapping
Ability to engage well with other parts of the business such as developers, product managers and senior management
Experience in presenting findings to varying audiences (technical and non-technical stakeholders) and catering presentation style appropriately
A strong attention to detail and a clear and concise writing style
DESIRED SKILLS AND KNOWLEDGE
Hadoop, Hive, Spark, Exasol R
MicroStrategy or other BI platform
Data Modeling
Machine Learning: predictive models (Regression, GLM, Bayes, GBDT), clustering, NLP
Version Control experience: Git, SVN


With over 600 staff in 10+ countries all working remotely during the time of COVID-19, we’ve worked hard to adapt and support our teams during this challenging time, including:
* Flexible working hours
* Streaming free, live yoga & meditation sessions each week, as well as a full weekly timetable of free online exercise classes
* ‘Random Coffee’ - connecting staff across the globe in pairs once a week to get to know each other over a video chat
* ‘First Fridays’ - meal delivery for a remote lunch with your team once a month
* Employee Support Fund for those whose households are experiencing financial hardship due to COVID-19
* Written resources to guide employees through this challenging time
* You will also be taken through a fully digital onboarding process!

About Bumble: Bumble is the parent company that operates Badoo and Bumble, two of the world’s largest dating and connection apps with millions of users globally. The Bumble app was founded by CEO Whitney Wolfe Herd in 2014. Bumble is majority-owned by Blackstone and has over 600 employees in offices in Austin, London, and Moscow.",4.6,"Bumble
4.6","London, England",501 to 1000 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
