,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
0,Data Analyst - Excel,-1,"Data Analyst - Excel
Location: London
Duration: 3 month contract
Inside IR-35
Rate: £16-19/Hour
My clients are looking for a Data Analyst to come and help on an upcoming project.
They are looking for someone with strong Excel skills, should have experience with V-lookups and Pivot tables and experience with Data Analysis.
Must have excellent verbal and written communication skills, the role will involve working very closely with a mix of business stakeholders.
Must have right to work in the UK - Not able to offer sponsorship.
Interview slots available next week with a view to start someone in the role ASAP.
GCS Computer Recruitment Services is acting as an Employment Agency in relation to this vacancy.",4.2,"GCS Recruitment Specialists Ltd
4.2","London, England",51 to 200 Employees,1991,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
1,Data and Reporting Analyst \u2013 Business Analytics,£34K - £49K (Glassdoor est.),"This new role within the LGC Standards Business Analytics team is a great opportunity for an analytically minded and ambitious individual to support the evolution of business analytics across the division. Working as part of a small team the role will provide the successful candidate with a challenging and rewarding working environment with ample room for personal development and growth within the team and the LGC Standards Business. The role will suit a strong, motivated practitioner who is eager to learn new skills, and offers flexibility in terms of working hours and working from home, although primarily an office based role. Career progression opportunities will occur through the growth of the business, both organically and through a strong M&A pipeline, and initiatives to deploy more analytical tools and accelerate data integration.

You will have a wide range of responsibilities supporting the team in delivery of analytical and reporting solutions from requirements gathering, solution design, validation and report publication to meet the business demand for data analysis to support evidence based decision making. A good understanding and willingness to learn more about analytical and reporting tools will be essential to fulfilling the potential of this role. High competency in Excel and an awareness of SQL is a must, and experience of any other data extraction, manipulation and reporting tools will be useful as a starting point to unlocking the potential of our data.

Key responsibilities and accountabilities
Maintenance and delivery of key reports on a recurring basis until sufficiently automated to hand over as BAU
Apply automation techniques to existing analysis and reports to remove as far as possible any manual steps in providing these to the end users
Develop a thorough understanding of data analysis tools, such as Tableau and Business Objects, and their underlying architectures
Work with data management teams and data owners across the business to support data quality improvement initiatives, through provision of clearly presented analysis, and reports highlighting inaccuracies in our key reporting data
Work with data analysts across the business to promote awareness of available data sources and best practice analytics and reporting
Document processes and guidance notes on reports, and reporting tools, to support self-service analytics
Knowledge experience and technical skills
Advanced Microsoft Excel skills including Data Query and Data Model Pivots.
Ability to write basic SQL queries to extract data for analysis
Tableau (or similar) reporting and dashboard creation
Experience with user requirements gathering and documentation
Experience providing written and verbal guidance to users of reporting tools and reports
Experience
A degree or equivalent qualification
The ideal candidate will have at least 2 years of experience in a commercial or financial analytics role.
Essential competencies and behaviour
Strong analytical and problem-solving skills, with an appreciation of data integrity
Excellent written and verbal communication skills
Proactive and self-motivated
Willing and able to learn new skills rapidly and work outside of primary competency areas
Strong business acumen with a commercial mind-set; sound financial awareness and a track record of producing high quality analysis and meeting deadlines
For more information about LGC, please visit our website www.lgcgroup.com",2.9,"LGC
2.9","Teddington, London, England",1001 to 5000 Employees,1842,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
2,Data Analyst,-1,"Working within the Technology Solutions team; you will provide support to developers, liaise with the Operations team and be the glue between our Sales staff and prospects. You will undertake the following tasks:
Carry out the Morning Checklist procedure
Conduct project administration tasks
Share/ circulate feed spec, sample files with sales staff and on-boards new prospects / clients
Liaise with relevant sources
With a relevant degree or equivalent academic qualification, you must have experience of working in an Agile development methodology environment, i.e. Scrum/ Kanban. You must also have commercial experience of Atlassian suite of products: JIRA, confluence. Proficiency in MS excel and Powerpoint, and excellent communications skills are also essential.
Expected start date: 11/01/2021
Job Types: Full-time, Permanent
Salary: From £25,000.00 per year
Benefits:
Casual dress
Company pension
Flexible schedule
Life insurance
Private medical insurance
Sick pay
Wellness programmes
Work from home
Schedule:
Monday to Friday
No weekends
COVID-19 considerations:
We have been working from home since March, and will continue to do so during next year, until its safe to return to office.
Experience:
Atlassian suite of products: Jira confluence: 1 year (Required)
working with Scrum/Kanban: 1 year (Required)
of undertaking similar tasks: 2 years (Required)
Education:
Bachelor's (Preferred)",-1,Exchange Data International,"London, England",-1,-1,-1,-1,-1,-1
3,Data Analyst,-1,"Data Analyst
London
6-12 Months
In scope of IR35

Our client have an excellent opportunity available for an experienced data/business analysts to gather requirements, understand data, work with SME's & platform and data architects to migrate data from existing on-premises application and into a new cloud based Enterprise Data Platform. As part of this migration our client are taking the opportunity to resolve issues, identify opportunities, simplify the architecture and develop a target-state logical data model

Data Analysts work within programme to understand the data, the data requirements, entities, attributes, relationship, timelines, priorities etc. and then come back to the data architects who extend the LDM to meet the requirements.

Responsibilities:
Analysis to identify data requirements, attributes, entities and relationships, gather data dictionary definitions
Understand problems and issues in the current architecture
Work closely with SME's and data architects
Analyse the actual data itself
Organise meetings and take notes of the analysis
Act as the interface between data architects, SME and content experts
Work with minimum supervision
Follow up on questions raised by data architects
Read and understand data models
Able to work comfortably with granular levels of detail
Able to Prioritise workloads
Deliverables:
Document data requirements
List of attributes, entities and relationships within scope of project
Data dictionary definitions
List of problems and issues in the current architecture
Required skills and experience:
Prior experience having worked on large data migration programmes
Full lifecycle experience from project inception, feasibility, design - through to project delivery
Good understanding of financial reference and/or market reference data.
Understanding of UML and or logical data models is essential for this role
Understanding of RDBMS's and proficiency with SQL
Stakeholder Management experience and skills - able to converse with all levels of stakeholders to understand and extract the required business requirements
Problem solving skills
Excellent oral and written communication skills
Collaborative approach
Organise and facilitate meetings & workshops and record actions and decisions
Exposure and understanding of different agile approaches and good working knowledge of analysis tools including Jira
Experience of Sparx Systems Enterprise Architect desirable but not essential
Experience of GraphQL is desirable but not essential
Understanding of JSON, XML & Semantic Web technologies (e.g. RDF, OWL, SPARQL & SHACL) desirable but not essential
Content On-boarding (Funded through Data Onboarding BC, PE Community BCs and LSEG Integration)
Suitable candidates should submit their CV in the first instance.",3.2,"Experis
3.2","London, England",5001 to 10000 Employees,1953,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
4,Data Analyst - Contract,£25K - £29K (Glassdoor est.),"Data Analyst - Contract
My client, an industry leading financial services organisation are currently seeking a Data Analyst on an initial 3 month contract, ASAP start.
You will be a forward thinking data analyst with strong working knowledge of Power BI and VBA, Advanced Excel skills.

Location: Watford
Start: ASAP

Summary of skills required;
2 years experience in Data analyst role
Strong analytical ability and troubleshooting skills
Previous systems configuration experience
Strong communication and customer facing skills
Power BI (essential)
Visio
Advanced Excel (essential)
Knowledge of VBA, SharePoint, XML, HTML, Javascript Analytics
Databases: SQL, SSAS Data manipulation and ETL
GCS Computer Recruitment Services is acting as an Employment Business in relation to this vacancy.",4.2,"GCS Recruitment Specialists Ltd
4.2","Watford, East of England, England",51 to 200 Employees,1991,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
5,CRM & Data Analyst,£34K - £45K (Glassdoor est.),"About Us
The Financial Times is one of the world’s leading business news organisations, recognised internationally for its authority, integrity and accuracy. The FT has a record paying readership of one million, three-quarters of which are digital subscriptions. It is part of Nikkei Inc., which provides a broad range of information, news and services for the global business community.
We are a vibrant and diverse group of people from different backgrounds, and with different interests. There are over 2,200 employees across our offices (London, Sofia, New York, Manila, Tokyo, Hong Kong), and we are deeply committed to furthering equality and diversity, in our organization and the wider industry.
We have very active communities which you are welcome to participate in such as FT Women, FT Embrace (our BAME network), Proud FT, and ad-hoc social events.
We make it our priority to provide the most flexible conditions for everyone, including flexible working hours, working from home and part-time (contractors and permanent).
Role Overview
An exciting opportunity exists to join the Financial Times Commercial CRM team, to help transform our Customer Relationship Management capabilities to enable commercial growth and ultimately drive advertising revenue.
We are looking for an enthusiastic, highly motivated individual to join the FT’s CRM Operations team. Reporting into the CRM Operations Director, the purpose of the role is to support the global advertising team helping to create engagement for sales with their clients, ensuring audiences can be correctly segmented for marketing campaigns with tracking and improvements so as to continually improve how we engage with clients and prospective clients.
What you will be responsible for
Collaborate closely with both Sales and Commercial Marketing ensuring the client database is segmented effectively for targeted marketing activities, managing Pardot Campaigns and driving user engagement
Support revenue generation helping marketing and sales to manage the audience segmentation and messaging
You will take a proactive approach towards the sharing of information and intelligence between Commercial Marketing and Sales helping teams to collaborate
Ensure our systems are configured to a high standard with user experience and ROI measurement at the heart of our operations
Ensure the benefits and revenue generation from CRM are clear to Sales, Operations and Commercial Marketing. Ensure all teams understand how accurate data input and correct housekeeping of contacts and pipeline assist with revenue generation when it comes to knowing where to focus attention, the quality of our client communications and having a central store of client intelligence
Maintain ownership of the quality of CRM data and evaluate new tools to assist in future business intelligence
Ensure that all marketing campaigns correctly reflect marketing consent choices and that FT’s marketing consent is clear and correctly configured
Provide qualitative feedback on all analysis to identify actions/decisions that can drive revenue for sales teams globally
You should be comfortable providing guidance and coaching other teams to understand our CRM capabilities as well as challenging the current set up and approach and suggesting revenue generating ideas and efficiency improvements
In a small team, there is often a need to “muck in”. As such expect flexibility within the role to pick up other tasks that may be required
Experience/skills you need to be successful in this role
Experience in data-informed CRM role (3-4 years)
Excellent knowledge and experience of Salesforce / Pardot point and click configuration/Administration.
Exposure to working with relational database(s) with the ability to query and analyse multiple data sets
Candidate must be numerate, willing and able to learn new systems with minimal management intervention
The candidate must be very comfortable with data manipulation and possess the ability to analyse data from both a detailed as well as a holistic view.
Knowledge of business (preferably advertising/CRM) concepts
You understand what it takes to get teams performing well, and at pace
Experience in partnering with business teams to work collaboratively towards a shared goal
Proactive, outcome driven, with a can-do attitude
A proven ability to quickly get up and running and identify trends and opportunities in complex organisations
Passion for digital media, advertising, and/or web-based technology
The ability to explain set up in clear non technical language.
What’s in it for you? FT Benefits
Our benefits vary depending on location, but we are committed to providing best in class perks across all our offices as well as an inclusive environment to develop your career. Examples of our benefits include; generous annual leave allowances, flexible working, medical cover, enhanced maternity & paternity packages and subsidised gym memberships.
Further Information
The FT is committed to providing an inclusive working environment for all. We are an equal opportunities employer who seeks to recruit and appoint the best talent regardless of age, gender, ethnicity, disability, sexual orientation, gender identity, socio-economic background, religion and/or belief. We also promote flexible working and will consider specific requests around flexibility for all roles where it can be accommodated. Please let us know if you require any adjustments as part of the application process or to enable you to attend an interview. If you would like to discuss your requirements, or have any questions, please contact a member of our HR team who will be happy to help.",4.1,"Financial Times
4.1","London, England",1001 to 5000 Employees,1888,Subsidiary or Business Segment,Publishing,Media,Unknown / Non-Applicable
6,Data Analyst Engineer,-1,"Data Analyst Engineer
The Job:
Comtact is a well-established technology company focused on delivering managed Infrastructure and Security services to some of the UK’s best-known companies. We are expanding our team and looking for an experienced Data Analyst to join our Infrastructure Team with a strong Managed Service Provider (MSP) background.
The ideal candidate for this position will have prior experience as a Data Analyst that has worked with Microsoft Power BI and SQL to manage and report on complex data sets. It would also be advantages for this candidate to have a good understanding of cloud server and networking infrastructures within Microsoft Azure and AWS.
Location:
This role will be predominantly based at our head office in Milton Keynes, with occasional travel to our client’s sites as required.
· Milton Keynes
Our head office is based in the centre of Milton Keynes with great transportation links and plenty of things to do outside of the office.
Main Duties/Responsibilities:
· Understanding the needs and requirements of our customers, and moving to meet those needs proactively.
· Support customers in developing analytical reporting and dashboards using PowerBI.
· Processing the fulfilment of orders.
· Work alongside the sales team to actively contribute to the growth of existing clients and the generation of new business.
· Assisting with the commercial renewal process for contracted services
· Building deep and trusted relationships with the customer, at all levels and is seen as the go-to person in relation to all service delivery matters
· Managing technical escalations to point of resolution alongside our support teams
· Developing new technologies and opportunities and working as part of the presales team when required
Required Skills & Experience:
· Confident using SQL databases and writing SQL queries to analyse databases
· Knowledge and experience of creating analytical visualisations and dashboards
· Experience of data validation and data interpretation
· Good numerical skills and good attention to detail
· Experience in translating requirements into analytics
· Excellent communication skills
· Good understanding of Cloud Infrastructure (Microsoft Azure, AWS)
Company Benefits:
· £25,000 - £35,000 PA depending on experience
· Excellent training and self-development opportunities
· Flexible working hours and Casual Dress
· Creative and Collaborative environment designed to help you do your best work
· Work with an experienced team that have all previously driven high growth companies
· The opportunity to join a growing company at a pivotal point of our evolution
· Subsidised gym Membership
· Company Events and social hours
· A great environment to work in where team spirit and your individual contribution will always be rewarded.
· Year-round fruit and refreshments, freely available to everyone.
· Takeaway Tuesday – every other Tuesday every month
· Regular team-building events
· Access to learning, wellness and fun events through our Spaces offices.
· Company open feedback process – tell the team how we can, and the company can improve
· Birthday day off as extra holiday
· 5- and 10-year service awards
· Bi-annual awards for great performance with prize-giving.
· Charity day – one day off for you to help a charity of your choosing
· Structured training programmes set with your manager to ensure your thirst for improvement is met and desire for career progression is recognised and facilitated.
· Opportunity to attend vendor events in UK
· No upper limits or glass ceiling with management opportunities for those who wish to pursue these
Job Types: Full-time, Permanent, Apprenticeship
Salary: £25,000.00-£35,000.00 per year
Benefits:
Casual dress
Company events
Company pension
Life insurance
On-site parking
Private medical insurance
Schedule:
Monday to Friday
Experience:
PowerBI: 1 year (Preferred)
Location:
Milton Keynes MK14 6LY (Preferred)
Flexible Working Options Available:
Not offered
Work remotely:
Temporarily due to COVID-19",-1,Comtact,"Milton Keynes, England",-1,-1,-1,-1,-1,-1
7,Product Data Analyst,£36K - £53K (Glassdoor est.),"The Role & Requirements


We are looking for a Product Data Analyst to further our use of data, to drive product decisions. Working with cross-functional teams composed of product managers, designers, UX research and engineers, you'll apply your expertise to deliver customer insights and help shape the products we deliver to our customers. You will leverage rich user data using cutting-edge technology to see your insights turned into real products.

As our Product Data Analyst you'll get to:
Be the heart of product data analysis; mine data for insights, test and validate hypotheses about customer behavior and demonstrate how product enhancements delight our customers
Influence the roadmap through presentation of data-based recommendations
Define key product metrics and track KPIs to analyse what really matters
Work closely with product and engineering to make sure we collect the right data to produce relevant business insights
Standardise our product data processes; define, assist and police best practices
Help us understand our users behavior and identify levers to help move key metrics
Help us measure and drive adoption and engagement of the product, down to individual features and feature updates
Create effective data visualisations to communicate insights to management, the product teams and customers.
Raise the bar for data analytics in Product by providing craft guidance, championing best practices and ensuring the correct tools are available
We'd love to meet someone who has...


Essential experience -
4+ years experience in product data analytics within an agile environment, playing a key role in data gathering, data analysis and helping the team make data driven decisions
Self-starter, with demonstrated success in using analytics to drive the understanding, growth and success of a product
Experience working for a SaaS solutions provider
Experience in a fast-paced, product-led organisation
Strong hands-on experience with SQL and big data
Experience with data visualisation tools
Experience with business intelligence tools, preferably Domo
Experience with Python and data orientated libraries such as pandas
Experience with AB testing
Exceptional communication skills to help deliver insights to diverse stakeholders
Desirable experience -
Experience within the recruitment and/or talent management business domain
Experience with B2B Enterprise software
Experience with Confluence or Jira or ProductBoard or Google Analytics or Python or Pendo or Domo or BigQuery
Other must haves -
A ""can do"" proactive attitude - gets stuff done
Passion for providing data and analysis that product managers love
Detail oriented, outcome and process focused
Curiosity
Excellent verbal and written communication in English
Ability to build excellent relationships quickly across the company
Willingness to learn and personal desire to keep up to date with technology and process
Ability and confidence to raise concerns and issues
Benefits


We are on a mission to transform the way careers and talent come together.The biggest benefit is working on a mission as part of a well funded scale-up, moving up the steep part of the hyper-growth stage that provides great opportunities to learn and see the impact of your work. On top of that we offer:
Competitive pay
Stock options
Pension Plan
Unlimited Holiday
Wellness days
Private Healthcare
Dog friendly office
Regular socials, food & drink
Quarterly team-building events
Flexible learning & development budget
About Beamery


Here at Beamery we are on a mission to create the foundational technology and infrastructure that shapes the future of talent. Our vision is to make every company a great place to work.

Hundreds of the world's largest businesses use Beamery's software to attract, engage and retain the right people, and to foster their talent to achieve a meaningful impact.",4.0,"Beamery
4.0","London, England",51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
8,Reinsurance Data Analyst,£24K - £45K (Glassdoor est.),"Data/MI/Risk Analyst
An analytical role exists within an established specialist MGA (Lloyds Cover holder). The successful candidate will be embedded within the Treaty team to provide crucial support across various business lines.
Responsibilities will include:
· Utilise a variety of software tools and data sources to analyse premium, claims and exposure trends
· Create, design and produce regular and ad hoc MI packs
· Produce key management information (internal and external)
· Working closely with the underwriting team to gather MI
· Assisting in the business planning process
· Assisting in the reinsurance buying process
· Undertake reconciliation exercises with capacity providers
· Cross departmental data infrastructure optimization, i.e. driving the data integrity and quality across all aspects of the business that impact the treaty division
Key Skills:
· Excellent analytical and communication skills
· Excellent presentational skills, with a very keen eye for detail
· ADVANCED Excel and PowerPoint
· Database technology awareness (relational databases and/or datamarts)
· Experience of preparing complex reports, forecasts and presentations
· Excellent use of data visualisation
Desirable Skills:
· A minimum of 2 years Reinsurance exposure
· Database skills (e.g. MS Access, SQL) and/or experience with/willingness to learn reporting software (e.g. Power BI, Tableau, MS Reporting Services or similar)
· Scripting skills (e.g. VBA, R) would be a considerable advantage
· Strong planning and organisational skills with a very keen attention to detail
· The ability to manage your own time effectively. You will have control over your workload and the ability to ensure others meet agreed deadlines is essential
· Flexibility in approach to working hours and working patterns
· Evidence of self-motivation and a will to continually improve every aspect of the division – the relentless pursuit of perfection
This is an excellent opportunity for someone with a strong analytical mind-set, ideally with 2 - 3 years MI experience obtained within a reinsurance environment. The role offers the scope to join a small but growing team and to get involved in a wide range of key activities, with plenty of scope for growth and development.
No recruitment consultants / headhunters for this role.
Reference ID: T-HR-2021-01
Application deadline: 15/01/2021
Job Types: Full-time, Permanent
Salary: £35,000.00-£45,000.00 per year
Schedule:
Monday to Friday
COVID-19 considerations:
Whilst many staff are working from home the few that need to come to the office have significant spacing between desks, plastic screens between desks, sanitiser stations everywhere and copper covering on all door handles etc.
Work remotely:
Temporarily due to COVID-19",-1,Tempo Underwriting,"London, England",-1,-1,-1,-1,-1,-1
9,Procurement Data Analyst - 12 Months Fixed Term Contract,£24K - £45K (Glassdoor est.),"Procurement Data Analyst - 12 Months Fixed Term Contract
London - 240 BF


Job Reference: L2B-PRO-11348

Location: London - 240 BF

Closing Date: 31/01/2021

Department: Procurement

Division: Global Support
AddThis Sharing Buttons
Share to LinkedInLinkedInShare to FacebookFacebookShare to TwitterTwitterShare to EmailEmailShare to MoreAddThis

The Procurement Data Analyst will be responsible for identifying real opportunities to reduce costs or improve service levels to improve the long-term value to Informa. Leading and managing the interface between the business and Procurement Operations they will enable the business to ensure maximum benefits are realised and strategic objectives are achieved. Working with senior management they will enable ongoing sharing of spend data dashboards, tracking of projects and perform appropriate data analysis that will help the GS Procurement team deliver on their targets.

Through our unique visibility across the Group act as a Procurement Champion, ensure Procurement best practices are known within the business and processes, systems, tools and techniques are documented and maintained.

PRINCIPAL DUTIES AND RESPONSIBILITIES
Build & manage relationships with the wider GS Procurement team, understand business requirements to help them realise and track saving opportunities
Regularly analyse the unique spend data we generate for the whole company to identify and secure the benefits of Informa’s scale as a group
Contribute to and assume responsibility for some of the GS tracked suppliers (the Renewals Tracker)
Registration of Savings: prepare procurement savings pipeline reports and documentation for the Head of Procurement Operations to review and sign off ensuring cost savings are recorded according to a savings methodology
Define and document best practice (processes, systems, tools and techniques) and glossary of terms to enhance financial processes and tracking of cost savings within Group Procurement
Handle ad hoc spend data queries from Head of Procurement Operations, the Procurement Team and wider business including updating the Renewal Tracker
Assist with collaborating with the Procurement Operations team to include new data sources in spend models and lead data visualisation projects
Contract repository: continue to develop our supplier landscape and contract visibility to influence acceptance of standard clauses and better manage risk
Support Proposal/Quotes (RFP/RFQs) or bidding processes/tenders with appropriate spend data, selection criteria and scoring analysis
Identify and suggest new improvement opportunities to enhance financial reporting, best practise, processes and controls within Procurement Operations
Perform various other tracking and analysis including Stakeholder management/mapping, maintaining a PSL (Preferred Supplier List), risk management, internal communication and sustainability goals
What we’re looking for

Candidates should be graduates with a degree in a related subject (eg Business, Economics, Computer Science, Accounting)

They should have a good head for numbers, as well as attention to detail and accuracy, with the ability to communicate complex ideas. Strong knowledge of and experience with Microsoft Office products including Excel, Word and Powerpoint, plus the ability to problem solve; manage change; and present the Procurement (and wider) team with PACE* information in a timely manner is essential.

* “PACE” is an interactive, user friendly spend dashboard created by Procurement Operations presenting supplier spend data for the whole of Informa from data held in many separate finance systems

ESSENTIAL

Experience with:
Data visualisation tools such as Power BI, Tableau, QlikView
Data analysis tools such as SQL, Access, Alteryx, IDEA
DESIRABLE BUT NOT ESSENTIAL
ERP systems such as SAP, Oracle, CODA and data extraction from these systems
Training in the technical tools used is available where required, but prior experience will assist in differentiating between candidates.

Proven work experience as a data analyst is essential and technical expertise regarding data models, database design and segmentation techniques is desirable.

Role Key Competencies
Mathematical and Analytical
Attention to detail
Technical Skills
Results oriented
Communication
Problem Solving
Planning and Organizing
Team Player
Tenacity
We know that sometimes the 'perfect candidate' doesn't exist, and that people can be put off applying for a job if they don't fit all the requirements. If you're excited about working for us and have most of the skills or experience we're looking for, please go ahead and apply. You could be just what we need! We believe strongly in the value of diversity and creating supportive, inclusive environments where our colleagues can succeed. As such, Informa is proud to be an Equal Opportunity Employer. We do not discriminate on the basis of race, colour, ancestry, national origin, religion, or religious creed, mental or physical disability, medical condition, genetic information, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, citizenship, or other protected characteristics under local law.",3.0,"Global Support
3.0","London, England",Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD)
